aac_charlemagne_capital	Charlemagne's Capital
gond_clan_organization	Gond Clan Organization
malvi_authorities	Malvi Authorities
consolidate_the_lands_of_gondwana	Consolidate Gondwana
gel_county_duchy	Feudal Elevation
gel_hanseatic	Hanseatic Towns
gel_defy_burgundy	Defiance of Foreign Rule
gel_rivers	Rule the Rivers
gel_gelderland_wars	The Gelderland Wars
gel_looting	Loot as Payment
gel_diplomatic_expansion	Land Negotiations
reunited_genoa	Reuniting the Nation
lessons_of_chiogga	The Lessons of Chioggia
genoese_trade	Rebuilding Genoese Trade
the_genoese_arsenal	Build the Genoese Arsenal
overhauled_bureaucracy	Overhaul the Bureaucracy
the_office_of_grand_admiral	Setup the Office of Grand Admiral 
standardisation_of_designs	Standardization of Designs
bagrationi_dynasty	Bagrationi Dynasty
georgian_isolation	Georgian Isolation
geo_legacy_of_saint_nino	Legacy of Saint Nino
restoration_of_fortresses_and_churches	Restoration of Fortresses and Churches
sadrosho_districts	Sadrosho Districts
geo_dasturlamali	Dasturlamali
georgian_embassies	Georgian Embassies
ger_german_confederation	The German Confederation
ger_german_universities	The Universities of Germany
ger_reichsheer	Reichsheer
ger_new_hanseatics	The New Hanseatic League
ger_junkers	German Junkers
ger_reichstag	Reichstag
ger_eisen_und_kohle	Eisen und Kohle
GHA_timbuktu_and_gao	Gao and Timbuktu
GHA_gold_and_salt	Trade of Gold and Salt
GHA_defend_trade	Defend Trade Routes
GHA_diplomatic_ties	Diplomatic Ties.
GHA_pilgrimage_mansa	Mansa Musa's Pilgrimage
GHA_tax_system	Reform the Tax System.
GHA_expand_across_basin	Expand across the Basin
GHD_desert_warfare_afr	Desert Warfare
GHD_saharan_trade_routes	Saharan Trade Routes
GHD_camel_corps	Camel Corps
GHD_foreign_trade	Foreign Trade
GHD_reformed_armies	Reformed Armies
GHD_abolition_of_slavery	Abolition of Slavery
GHD_european_influences	European Influences
ghr_52_garhs	Legacy of the 52 Garhs
ghr_himalayan_kingdom	Himalayan Kingdom
ghr_rani_karnavati	Martial Diplomacy
ghr_land_of_serene_beauty	Land of Serene Beauty
ghr_source_of_the_ganges	Source of the Ganges
ghr_land_of_the_gods	Protecting the Land of the Gods
ghr_crossroad_of_faiths	Crossroads of Faiths
GLA_pripet_marshes	Pripet Marshes
GLA_black_earth	Black Earth
GLA_galician_volhynian_chronicle	Galician-Volhynian Chronicle
GLA_trade_city_volodymyr	Trade City of Volodymyr-Volynskyi
GLA_resist_the_mongols	Resist the Mongols
GLA_galician_boyars	Galician Boyars
GLA_establish_western_relations	Establish Western Relations
break_down_of_ajuran	Break Down of Ajuran
the_geledi_clan_ascendant	The Geledi Clan
core_at_the_jubba_and_sheblle	Core at the Jubba and Shebelle Rivers
command_the_arms_trade	Command of the Arms Trade
connect_with_muslim_dynasties	Connecting with Other Dynasties
designated_structure_for_war	Structured Way for War
jihad_in_east_africa	Jihad!
GLG_Raids	Constant Raids
GLG_Dadosesani	Dadosesani Legacy
GLG_Grunberg	Grunberg
GLG_Premislaus	Testament of Premislaus
GLG_Kasper_Elyan	Kasper Elyan
GLG_Grunberg_Fires	Grunberg Fires
GLG_Copper	Glogow Copper
glh_legacy_of_the_golden_horde	Legacy of the Golden Horde
glh_perso_mongol_administration	Perso-Mongol Administration
glh_tatar_traditions	Tatar Traditions
glh_secure_the_trade_routes	Secure the Trade Routes
logistics_of_khan	Logistics of the Khan
glh_populating_the_steppes	Populating the Steppes
glh_religious_pragmatism	Religious Pragmatism
GMI_sacred_caves	The Sacred Caves
GMI_land_of_languages	Land of Languages
GMI_fertile_soils	Fertile Soils of Kamilaroi
GMI_dhulu	Dhulu
GMI_matrilineal_lineage	Matrilineal Lineage
GMI_familial_law	Familial Law
GMI_red_kangaroo	Red Kangaroo
aided_by_vijayanagar	Aided by the Vijayanagara Empire
build_up_gingee_fort	Build up Gingee Fort
emulating_the_fortifications_of_gingee	Emulating Fortress Designs
conflicts_against_muslims	Conflicts with Muslims
expand_gingees_trade_sector	Expand the Trade Sector
influencing_neighboring_politics	Influence Neighboring Politics
far_off_relations	Far Away Relations
gnv_grand_council	The Grand Council
gnv_neutral_grounds	Neutral Grounds
gnv_home_of_calvin	The Home of John Calvin
gnv_spiritual_leader	Spiritual Leader of Geneva
gnv_calvins_laws	Calvin's Laws
gnv_unconquerable_city	Unconquerable City
gnv_armed_neutrality	Armed Neutrality
persian_origins	Persian Origins
patronize_learning_and_buildings	Patronize Learning and Buildings
golconda_diamonds	Golconda Diamonds
golconda_fort	Golconda Fort
adopt_deccani_culture	Adopting Deccani Culture
fight_against_the_vijayanagara_empire	Against the Vijayanagara Empire
centralized_deccani_sultanate	Centralize the Sultanate
golden_horde_remnant	Golden Horde Remnant
hostilities_on_all_sides	Hostilites on all Sides
the_status_of_sarai	The Status of Sarai
reinstate_golden_horde_influence	Reinstate Golden Horde Influence
modernize_horde_weaponry	Modernize our Weapons
reinstating_subject_tributaries	Reinstate Tributaries
stable_politics	Stable Politics
GOS_mining_traditions	Goslar Mining Traditions
GOS_kaiserpfalz	Kaiserpfalz
GOS_city_rights	Goslar City Rights
GOS_hanseatic_league	Capitalizing on the Hanseatic League
GOS_hunting_robber_barons	Hunting Down the Robber Barons
GOS_resisting_welfs	Resisting the Welfs
GOS_the_leagues	Joining the Leagues
rebuild_visby	Rebuild Visby
invite_mercenaries_to_visby	Invite Mercenaries to Visby
expand_visby_dockyard	Expand Visby Dockyard
rebuild_the_trade	Rebuild the Trade
gutnish_merchant_adventurers	Gutnish Merchant Adventurers
gutnish_merchant_navy	Gutnish Merchant Navy
found_visby_bank	Found Visby Bank
people_of_the_book	People of the Book
recover_al_andalus	Recover Al Andalus
beacon_of_learning	Beacon of Learning
strait_of_gibraltar	Strait of Gibraltar
alhambra	Alhambra
moors	Moors
successor_caliphate_cordoba	Successor Caliphate of Cordoba
GRE_legacy_sparta	Legacy of Sparta
GRE_legacy_athens	Legacy of Athens
GRE_island_ports	Island Ports
GRE_resist_invaders	Resist the Invaders
GRE_nationalism	Greek Nationalism
GRE_democracy	Birthplace of Democracy
GRE_land_of_orators	Land of Orators
GRJ_ancient_mandalas	Ancient Mandalas
GRJ_tribal_feudatories	Tribal Feudatories
GRJ_extend_tanks_and_reservoirs	Extend Tanks and Reservoirs
GRJ_jungle_warfare	Jungle Warfare
GRJ_jagannath_cult	Jagannath Cult
GRJ_military_prowess	Military Prowess
GRJ_patronize_economic_growth	Patronize Economic Growth
GRK_first_to_fight	First to Fight
GRK_noble_rulers	Noble Rulers
GRK_holding_the_himalayas	Holding the Himalayas and Jungles
GRK_building_from_rock	Building from Rock
GRK_spice_must_flow	Spice Must Flow
GRK_between_indus_and_china	Between Indus and China
GRK_run_and_hide	Run and Hide
after_the_decline_of_rum	After the Decline of Rum
rivals_of_karaman	Rivals of Karaman
ilkhanid_influences	Ilkhanid Influences
subjugate_the_coastal_beyliks	Subjugate the Coastal Beyliks
rein_in_unruly_commanders	Rein in Unruly Commands
western_beylik	Western Beylik
beyond_being_a_seljuk_march	Beyond being a Seljuk March
GTA_beowulf	Beowulf
GTA_thing_of_all_geats	Thing Of All Götaland
GTA_a_christian_viking	A Christian Viking
GTA_land_of_kings	Land of Kings Battles
GTA_stone_circles	Stone Circles
GTA_hervarar_saga	The Hervarar Saga
GTA_old_goths	The Old Goths
gua_idea_1	Appeasement of the Pomberos
gua_idea_2	Guarani Pottery
gua_idea_3	Echoes of Iguazu
gua_idea_4	Jesuit Conversions
gua_idea_5	Missions Settlements
gua_idea_6	Repel the Bandeirantes!
gua_idea_7	Royal Armaments
tholing_tabo_and_khochar_monasteries	Tholing, Tabo, and Khochar Monasteries
old_city_of_tsaparang	The City of Tsaparang
kingdom_of_tibetan_buddhism_revival	The Revivers of Tibetan Buddhism
strive_for_religious_education	Religious Education
ready_to_reform_the_faith	Another Revival?
converse_with_indian_buddhists	Conferences and Conversations
cultural_blending_in_guge	All Under the Guidance of Guge
garba	Garba!
jain_routes	Jain Connections
gujarati_lipi	Gujarati Lipi
merchant_diaspora	Gujarati Merchant Diaspora
spice_trade	Spice Trade
western_factors	Foreign Merchants set up Factories
guj_africa	Gujarati Diaspora Descends on Africa
GUR_family_hierarchy	Family Hierarchy
GUR_power_of_ancestors	Power of the Ancestors
GUR_learning_from_our_neighbours	Learning from our Neighbours
GUR_trade_roads	Trade Roads
GUR_subjugate_the_tribes	Subjugate the Tribes
GUR_family_heritage	Family Heritage
GUR_responsible_pastor	Responsible Pastor
successor_to_the_visigoths	Successor to the Visigoths
carolingian_legacy	Carolingian Legacy
eleanor_of_aquitaine	Eleanor of Aquitaine
hundred_years_war_memories	Memories of the 100 Years War
english_and_french_influences	English and French Influences
fertility_of_aquitaine	Fertility of Aquitaine
all_for_france	All for France
former_fuedatory_of_delhi	Former Feudatory of Delhi
rebels_against_delhi	Rebels Against Delhi
jain_scholars_in_gwalior	Jain Scholars
between_delhi_and_malwa	Between Delhi and Malwa
asylum_to_rebels_and_others	Asylum to Dissidents
improving_defensive_measures	Improving Defenses in Gwalior
rajput_diplomacy	Rajput Diplomacy
gzi_stone_masonry	Stone Masonry
gzi_ivory_trade	Ivory Trade
gzi_gold_deposits	Gold Deposits
gzi_zimbabwes_walls	Zimbabwe's Walls
gzi_lay_of_the_land	Lay of the Land
gzi_tributary_system	Tributary System
gzi_zimbabwe_birds	Zimbabwe Birds
imperial_Ambition	Imperial Ambition
military_border	Military Frontier
fugger_banks	Fugger Banking
Munichs_dominance	Munichs Dominance
edict_of_restitution	Edict of Restitution
austrian_court	Austrian Court
hofkriegsrat	Hofkriegsrat
rao_underneath_the_sisodias	Rao underneath the Sisodias
legacy_of_the_meena_tribe	Legacy of the Meena Tribe
rajput_meena_intermingling	Rajput-Meena Intermingling
handing_down_of_martial_traditions	Handing Down of Martial Traditions
dynastic_support_from_mewar	Dynastic Support
cultivation_of_rajput_clans	Cultivation of Rajput Clans
taking_after_the_sisodias	Taking after the Sisodias
hai_pagus	Pagus
hai_reginarids	Reginarids
hai_bavarian_friendship	Bavarian Friendship
hai_phillip_the_good	Phillip The Good
hai_burgundian_circle	Burgundian Circle
hai_refeudalisation	Refeudalisation
hai_unknown_future	Unknown Future
hanseatic_city	Hanseatic City
hamburg_republic	Burgher Republic
walls_of_hamburg	Walls of Hamburg
first_constitution	First Constitution of Hamburg
johanneum	School of the Johanneum
berenberg_bank	Berenberg Bank
elbe_shipyards	Shipyards of the Elbe
han_niedersachsicher_reichskreis	Niedersächsicher Reichskreis
han_weser_renaissance	Weser Renaissance
han_shutzenfest	Schützenfest
han_herrenhausen_gardens	Herrenhausen Gardens
han_strengthen_the_meiertum	Strengthen the Meiertum
han_hanoverian_chancery	Hanoverian Chancery
han_kings_legion	King’s Legion
HAR_axum_founding	Axumite Founding
HAR_forts_and_hyenas	Forts and Hyenas
HAR_african_mecca	African Mecca
HAR_sense_of_family	Sense of Family
HAR_unique_architecture	Unique Architecture
HAR_respite_for_the_prophets_followers	Respite for the Prophet and his Followers
HAR_zeila_trade	The Route to Zeila
valued_exports_of_haiti	Valued Exports
knowledge_of_raids_and_privateering	Raiding and Privateering
lucrative_plantations_of_haiti	Once Profitable, Still Profitable
implementing_revolutionary_ideals	New Ideals for a New State
hardened_from_fighting_for_freedom	Disciplined for Liberty
securing_trade_in_the_caribbean	Securing the Caribbean
never_let_our_guard_down	Never Let Our Guard Down
heirs_of_bayajida	Heirs of Bayajida
regnal_chronicles	Regnal Chronicles
sarakunan_babba	Sarakunan Babba
sarakunan_kasuwa	Sarakunan Kasuwa
sarkin_yaki	Sarkin Yaki
sarkin_bayi	Sarkin Bayi
borno_refugees	Borno Refugees
HAW_advisors	Western Advisors
HAW_ilolani	The Ilolani Palace
HAW_settle_polynesia	Settle Polynesia
HAW_split_paddle_law	Law of the Splintered Paddle
HAW_reform_the_army	Reform the Army
HAW_sandalwood	The Sandalwood Trade
HAW_navy	The Hawaiian Navy
art_of_the_northwest	Art of the Pacific Northwest
seafarers_of_the_northwest	Seafarers of the Northwest
traditions_of_haida_warfare	Traditions of Haida Warfare
from_the_rivers_out	From the Rivers, Out
destroy_the_souls_of_enemies	Destroy. Everything.
close_and_far_combat	Close and Far Combat
potlatch_feast_of_the_northwest	The Potlatch Feast
hdr_death_has_come	Death Has Come
hdr_tribes_of_hadramut	Tribes of Hadramut
hdr_hawtas	Hawtas
hdr_encouraging_the_incense_trade	Encouraging the Incense Trade
hdr_sailors_of_the_indian_ocean	Sailors of the Indian Ocean
hdr_hadramhi_diaspora	Hadramhi Diaspora
hdr_distant_diplomacy	Distant Diplomacy
horses_of_hadiya	Horses of Hadiya
iron_currency	Iron Currency
uphold_hadiya_fertility	Hadiya Fertility
religious_wars_horn_of_africa	Religious Wars of the Horn
question_of_the_oromo	Question of the Oromo
adal_connections	Adal Connections
royal_hadiya_military	Royal Hadiya Military
custodian_of_the_two_holy_cities	Custodian of the Two Holy Cities
hed_red_sea_trade	Red Sea Trade
sharifs_of_mecca	Sharifs
hed_desert_warfare	Desert Warfare
cradle_of_gold	Cradle of Gold
hajj	Hajj
successor_to_the_caliphate	Successor to the Caliphate
break_the_hessian_estates	Break the Power of the Estates
marburg_university	Marburg University
welcome_reformers	Welcome the Reformers
let_in_religious_emigrants	Receive Religious Immigrants
modernization_of_the_hessian_army	Modernization of the Hessian Army
hessian_mercenaries_idea	Hessian Mercenaries
hessian_economic_reforms	Economic Reforms
hin_sepahi	Sepahi
hin_persianate_court	Persianate Courtly Culture
hin_indian_empire	Imperial Indian Ambition
hin_peacock_throne	The Peacock Throne
hin_gunpowder_empire	Gunpowder Empire
hin_sufism	Patronize Sufi Missionaries
hin_industrialization	Proto-Industrialization
andean_idea_1	Talking Knots
andean_idea_2	Mountain Roads Network
andean_idea_3	Tears of the Sun
andean_idea_4	Llamas Farming
andean_idea_5	Monumental Ornaments
andean_idea_6	Hidden Cities
andean_idea_7	Zampano Music
hjo_legacy_of_the_kamakura_shogunate	Legacy of the Kamakura Shogunate
hjo_night_combat	Night Combat
hjo_effective_administration	Reform the Administration
hjo_tokusei	Tokusei
hjo_castles_of_hojo	Castles of the Hojo
hjo_unification_of_kanto	Unification of Kanto
hjo_council_in_odawara	Council in Odawara
hlr_imperial_throne	The Imperial Throne
hlr_kaiserliche_armee	Kaiserliche Armee
hlr_imperial_diplomacy	Imperial Diplomacy
hlr_centralised_empire	Centralized Empire
hlr_roman_heritage	Roman Heritage
hlr_adopting_the_goosestep	Adopting the Goosestep
hlr_onwards_and_upwards	Onwards and Upwards
ming_connections	Ming Connections
the_carnage_of_oirat_ming_wars	Carnage of the Ming vs. Oirat Horde
descendants_of_the_chagatai	Descendants of the Chagatai Khanate
playing_the_role_of_subject	The Benefits of Subjugation
to_what_deity_do_we_praise	Islam? Buddhism? Tengri?
mercenaries_from_the_oirat	Contracts in the Steppe
emphasis_on_cavalry	Embrace our Heritage
HNI_the_old_tales	The Old Tales
HNI_four_clans	Four Clans
HNI_raiding_nomads	Raiding Nomads
HNI_prosperous_sedentarism	Prosperous Sedentarism
HNI_the_grand_canyon	The Grand Canyon
HNI_into_the_desert	Into the Desert
HNI_far_west	Far West
HNX_idea_1	Natural Explorers
HNX_idea_2	Fertile Loins
HNX_idea_3	Tobacco Harvest
HNX_idea_4	Cacique Dominance
HNX_idea_5	Men of the good
HNX_idea_6	Zemi
HNX_idea_7	Societal Buildings
HOB_coastal_outpost	Coastal Outpost
HOB_house_of_garen	House of Garen
HOB_shaping_africa	Shaping Africa
HOB_piracy	Piracy along the Coast
HOB_large_fisheries	Large Fisheries
HOB_cultural_melting_pot	Cultural Melting Pot
HOB_hostile_borders	Hostile Borders
siberian_enslave_captives	Enslave the Captives
siberian_raids	Successful Raids
siberian_hunting_expansion	Hunting Expansion
siberian_hunt_north	Hunters of the North
siberian_fur_trade	Siberian Fur Trade
siberian_backwoods	Siberian Backwoods
siberian_land_bought_with_blood	Land Bought with Blood
HOL_waterways	Waterways
HOL_reclamation_of_land	Reclamation of Land
HOL_dutch_standard	Dutch Standard
HOL_waterschappen	Waterschappen
HOL_windmills	Windmills
HOL_marines	Marines
HOL_dual_languages	Dual Languages
HRZ_eparchy	Eparchy
HRZ_saint_sava	Saint Sava
HRZ_stjepan_rebellion	Stjepan's Rebellion
HRZ_ottoman_accommodation	Accommodation with the Ottoman Turks
land_of_princes	Land of Princes
HRZ_herceg	Herceg
HRZ_shifting_allegiances	Shifting Allegiances
end_of_victual_brothers	The End of the Victual Brothers
strong_league_obligations	Strong League Obligations
hsa_shipbuilding	Improved Shipbuilding
reformed_hanstag	Reformed Hanstag
hanseatic_levy_system	Hanseatic Levy System
regularised_contribution	Regularized Contributions
the_hansa_bank	The Hansa Bank
hsc_the_wallace	The Wallace
hsc_highland_clans	The Highland Clans
hsc_storm_the_castle	Storming the Castle
hsc_episcopalianism	Episcopalianism
hsc_highland_charge	Highland Charge
hsc_arming_act	The Arming Act
hsc_ossian	Ossian
hse_luchuan_pingmian_diplomacy	Luchuan-Pingmian Diplomacy
hse_keng_mai_buddha	The Keng Mai Buddha
hse_shan_subjects	Shan Subjects
hse_a_pledge_of_allegiance	A Pledge of Allegiance
hse_heavenly_descendants	Heavenly Descendants
hse_salween_state	Salween State
hse_wild_wa	Wild Wa
hsi_shan_power	Shan Powerhouse
hsi_ava_federation	Ava Federation
hsi_religious_peace	Religious Peace
